"simulation","final_npv_A","final_npv_B","total_profit_A","total_profit_B","avg_satisfaction_A","avg_satisfaction_B","avg_market_share_A","avg_market_share_B","n_shocks_A","n_shocks_B","winner"
208,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,2,2,"A"
209,8709971.30362206,7591786.81912282,10945000,9893000,96.1952795673268,46.4371337555499,0.528127431535357,0.471872568464643,2,3,"A"
210,8499207.90386048,7794293.62494466,10650000,10178000,96.25,42.0454900457243,0.517700616317796,0.482299383682204,2,7,"A"
211,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,0,"A"
212,8683942.06898993,7668662.93267552,10895000,10003000,96.25,47.4738647013717,0.526283257514993,0.473716742485007,2,1,"A"
213,8720641.44549365,7618094.35204436,10920000,9963000,96.242523661815,50.0544432137684,0.527236658928075,0.472763341071925,6,3,"A"
214,8721655.10978939,7677878.08609151,10960000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,2,0,"A"
215,8633111.10228177,7484811.14003285,10830000,9793000,96.25,56.7868232465234,0.524428258145363,0.475571741854637,0,3,"A"
216,8630679.64142901,7804606.94271684,10835000,10163000,96.0971128608924,39.568754555868,0.518374574658,0.481625425342,2,5,"A"
217,8601391.8713633,7730865.01696642,10805000,10063000,96.25,43.6409905048612,0.523022025489131,0.476977974510869,0,3,"A"
218,8703560.11891517,7638440.70213333,10910000,9973000,96.25,56.7868232465234,0.527113259288424,0.472886740711576,2,1,"A"
219,8402652.21698838,7527797.06312506,10505000,9803000,96.25,49.4745534066059,0.525597848788638,0.474402151211362,7,5,"A"
220,8661504.27137895,7609091.59031877,10870000,9888000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,2,"A"
221,8661504.27137895,7605436.35724507,10870000,9918000,96.25,45.6956277867712,0.526067773600668,0.473932226399332,0,4,"A"
222,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,0,"A"
223,8677041.38970549,7606427.76500807,10895000,9898000,96.25,45.4660593753846,0.527242276933889,0.472757723066111,1,3,"A"
224,8540823.68802385,7809502.98522726,10735000,10143000,96.25,37.6138026307228,0.523182480316526,0.476817519683474,6,7,"A"
225,8673933.96604018,7666503.52912939,10890000,9988000,96.25,45.6497141044939,0.526833637853375,0.473166362146625,1,0,"A"
226,8611855.45138244,7681307.01934861,10800000,10013000,96.25,45.5004946370926,0.523772719887794,0.476227280112206,3,1,"A"
227,8702509.93485443,7427505.62802571,10935000,9723000,96.2266165592937,84.5279055787491,0.527759923864381,0.472240076135619,4,3,"A"
228,8591088.79501523,7710726.8159641,10770000,10058000,96.25,44.4789152064222,0.522949847168597,0.477050152831403,0,2,"A"
229,8673933.96604018,7666503.52912939,10890000,9988000,96.25,45.6497141044939,0.526833637853375,0.473166362146625,1,0,"A"
230,8370646.95686542,7677878.08609151,10520000,10008000,96.1489148914891,45.6497141044939,0.525924185463659,0.474075814536341,8,0,"A"
231,8627306.70951766,7728637.40575229,10865000,10058000,96.25,38.4877488718703,0.523138395260106,0.476861604739894,4,5,"A"
232,8685898.13763186,7525392.68588892,10900000,9813000,96.25,51.5314863726298,0.527705283906338,0.472294716093662,1,5,"A"
233,8705881.15507732,7644443.43858644,10930000,9963000,96.25,47.6618812302973,0.528518311001864,0.471481688998136,3,1,"A"
234,8631986.40174505,7628937.50380185,10830000,9908000,96.25,43.6563715884241,0.523767578478472,0.476232421521528,2,6,"A"
235,8677205.51262906,7654073.26180417,10870000,10003000,96.25,52.9557879639885,0.524625375797251,0.475374624202749,4,3,"A"
236,8720092.15279911,7633882.56260766,10950000,9948000,96.25,49.4903936269916,0.527664330863425,0.472335669136575,3,2,"A"
237,8655379.59343238,7675951.46605487,10865000,10003000,95.9975658983221,46.9304762716197,0.525262004601123,0.474737995398877,2,3,"A"
238,8471790.37197047,7621530.18795302,10585000,9943000,96.1593096317506,50.0000355002698,0.527809383163416,0.472190616836585,6,0,"A"
239,8685050.79322694,7652885.35384251,10905000,9968000,96.25,45.6497141044939,0.528338291365723,0.471661708634277,1,2,"A"
240,8378569.00818358,7708214.54678839,10545000,10033000,96.25,40.3581622220329,0.525907929713093,0.474092070286907,4,4,"A"
241,8379212.16610594,7693071.87696175,10550000,10043000,96.25,45.6768031770375,0.526184729328852,0.473815270671148,7,3,"A"
242,8594178.02063232,7435035.93684791,10770000,9783000,96.1718961266205,91.707669478288,0.521837744699587,0.478162255300413,2,7,"A"
243,8500184.23636382,7677878.08609151,10620000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,3,3,"A"
244,8661504.27137895,7750130.10264352,10870000,10088000,96.1489148914891,45.6497141044939,0.525924185463659,0.474075814536341,1,4,"A"
245,8851891.00315516,7688446.24280986,11145000,10033000,96.2186630080331,47.1786397243286,0.525240573673035,0.474759426326965,5,3,"A"
246,8777402.69058477,7622026.90894026,1.1e+07,9943000,96.25,43.009677373548,0.526270102339181,0.473729897660819,2,1,"A"
247,8480268.99682361,7601993.74806988,10670000,9893000,96.25,35.8826462038917,0.527924587649094,0.472075412350906,8,5,"A"
248,8627368.99059769,7711018.77174848,10830000,10048000,96.25,45.6497141044939,0.523751940025117,0.476248059974883,0,1,"A"
249,8068963.10219603,7750682.54895329,10165000,10083000,96.25,43.009677373548,0.526270102339181,0.473729897660819,7,4,"A"
250,8843607.73147209,7615766.50109216,11100000,9923000,96.0816829714468,45.9137177775884,0.529188783513191,0.470811216486809,7,1,"A"
251,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,0,"A"
252,8717995.1214267,7579204.20942925,10960000,9863000,96.2196174341844,49.7236351329603,0.530145880207603,0.469854119792397,6,1,"A"
253,8661504.27137895,7536135.99026798,10870000,9808000,96.25,47.6618812302973,0.525761017126149,0.474238982873851,0,5,"A"
254,8660504.86729869,7698618.66880489,10880000,10018000,96.25,39.6985672091108,0.523662892803518,0.476337107196482,2,2,"A"
255,8724219.82379228,7819467.48039281,10925000,10178000,96.25,33.5767404089655,0.523569004860123,0.476430995139877,4,4,"A"
256,8620526.41308261,7661830.54709971,10805000,10013000,96.25,42.7112384387455,0.523170405982906,0.476829594017094,2,4,"A"
257,8442401.30358141,7705384.16681274,10540000,10048000,96.25,45.339796749122,0.522954080725462,0.477045919274538,5,2,"A"
258,8529875.38236776,7634613.49686899,10680000,9963000,96.25,49.1246911476527,0.528203735337781,0.471796264662219,6,0,"A"
259,8619930.19614501,7720480.10392979,10830000,10048000,96.25,39.5924498625346,0.525506093968265,0.474493906031735,4,3,"A"
260,8718502.52451481,7626722.09282038,10935000,9953000,96.25,49.4001732413166,0.528297177968231,0.471702822031769,3,0,"A"
261,8720418.22220186,7621967.3092879,10940000,9943000,96.2186630080331,49.9196865562845,0.528102659167626,0.471897340832374,2,1,"A"
262,8651074.70379426,7653436.58138332,10840000,9998000,96.25,48.5136392036579,0.525566582023552,0.474433417976448,3,3,"A"
263,8448591.20445113,7677878.08609151,10640000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,4,0,"A"
264,8280662.46555468,7702676.44682567,10460000,10048000,96.25,45.6497141044939,0.522941380054867,0.477058619945133,3,2,"A"
265,8729170.20112078,7613432.38543172,10950000,9933000,96.2196174341844,50.5395212670283,0.527994483586589,0.472005516413411,5,3,"A"
266,8726228.97517655,7702676.44682567,10955000,10048000,96.1115883241868,45.6497141044939,0.522941380054867,0.477058619945133,2,2,"A"
267,8722505.69442051,7600859.42641971,10915000,9953000,95.42523661815,87.4499635530563,0.52756246465128,0.47243753534872,5,0,"A"
268,8813234.13603047,7641364.06355075,11070000,9953000,96.1714189135449,47.3436994121155,0.528334863759508,0.471665136240492,4,0,"A"
269,8238147.12355451,7677878.08609151,10385000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,8,0,"A"
270,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,0,"A"
271,8601023.46032193,7714225.94230423,10785000,10063000,96.25,40.3540939210716,0.523217777124927,0.476782222875073,1,3,"A"
272,8622961.22037949,7685697.58009071,10820000,10013000,96.25,44.7199620383782,0.522964664617625,0.477035335382375,0,3,"A"
273,8820394.91645266,7521390.22383576,11040000,9843000,93.1601533997974,91.9382484640217,0.53264673459986,0.46735326540014,10,0,"A"
274,8541797.006345,7726852.85257704,10700000,10083000,96.028902890289,43.9623862808024,0.520803925977379,0.479196074022621,1,3,"A"
275,8632363.48464902,7628834.11344579,10840000,9933000,95.3728823669769,51.9688520632757,0.524316104174421,0.475683895825579,4,6,"A"
276,8564773.95254068,7755305.19446177,10750000,10103000,96.25,40.9091264093607,0.520982032482819,0.479017967517181,0,3,"A"
277,8587659.67781603,7565313.8991467,10765000,9883000,96.25,58.5020921492337,0.522389018109643,0.477610981890357,0,6,"A"
278,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,0,"A"
279,8661504.27137895,7536135.99026798,10870000,9808000,96.25,47.6618812302973,0.525761017126149,0.474238982873851,0,5,"A"
280,8643367.29355209,7464027.35977377,10840000,9743000,96.1480354728386,61.850122594265,0.5240400145211,0.4759599854789,2,5,"A"
281,8798800.76860393,7664838.07042683,1.1e+07,9993000,94.007874015748,44.8347462440715,0.523858816621975,0.476141183378025,4,3,"A"
282,8721577.82874122,7636627.0086185,10945000,9958000,96.25,47.9683550594984,0.528511419136419,0.471488580863581,3,0,"A"
283,8542812.06760315,7750838.1160866,10745000,10078000,96.25,32.7726488126373,0.521722454085801,0.478277545914199,2,4,"A"
284,8704630.79682943,7655560.84804954,10920000,9978000,96.1289128912891,43.009677373548,0.524588785643523,0.475411214356477,5,3,"A"
285,8756000.54247471,7555216.73959113,10980000,9748000,96.25,39.9812428557579,0.526067773600668,0.473932226399332,2,9,"A"
286,8761771.95943389,7724295.17865452,10960000,10073000,93.7680000283493,43.9738647013717,0.522855707888603,0.477144292111397,3,3,"A"
287,8740103.28853767,7724295.17865452,10960000,10073000,96.0971128608924,43.9738647013717,0.522855707888603,0.477144292111397,6,5,"A"
288,8577234.67062345,7638841.72517843,10720000,9973000,96.25,56.7868232465234,0.527206729673835,0.472793270326165,6,0,"A"
289,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,2,"A"
290,8661504.27137895,7555716.68159942,10870000,9803000,94.7445744574457,46.4226709456325,0.525924185463659,0.474075814536341,2,3,"A"
291,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,2,"A"
292,8612449.87934512,7850456.3593922,10815000,10213000,96.25,34.4895601944971,0.523665362378356,0.476334637621644,2,6,"A"
293,8451023.97229139,7592638.76410682,10565000,9898000,96.25,46.4991172266243,0.525644206976444,0.474355793023556,6,4,"A"
294,8639883.41834414,7310595.5596576,10840000,9538000,96.25,56.5344707619778,0.524710213032581,0.475289786967419,0,7,"A"
295,8692831.04572893,7647947.0689836,10910000,9968000,96.25,45.6497141044939,0.528597412026688,0.471402587973312,2,0,"A"
296,8660785.33166558,7683172.56339485,10875000,10008000,96.227797779778,45.6497141044939,0.526146337191447,0.473853662808553,4,1,"A"
297,8165561.98817612,7630838.4362464,10280000,9953000,96.25,45.8907609364498,0.528607599022895,0.471392400977105,10,2,"A"
298,8131980.34172715,7677878.08609151,10260000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,6,0,"A"
299,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,2,0,"A"
300,8603198.82654683,7652004.00651873,10805000,9968000,96.25,43.9049941779558,0.523020382395382,0.476979617604618,0,8,"A"
301,8631625.79397742,7596421.8283245,10825000,9873000,96.25,46.0569684662937,0.522835990763622,0.477164009236378,0,4,"A"
302,8681997.60530617,7494074.39448515,10875000,9848000,95.5788395768711,88.1408153701968,0.524316771508258,0.475683228491742,4,7,"A"
303,8811338.67766423,7677878.08609151,11040000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,4,2,"A"
304,8603198.82654683,7724206.49131448,10805000,10058000,96.25,43.9164725985251,0.523020382395382,0.476979617604618,0,3,"A"
305,8724843.08210411,7561954.15782861,10945000,9878000,96.1718961266205,47.8650492743745,0.528402359714037,0.471597640285963,2,1,"A"
306,8589632.28446196,7685786.60768894,10830000,9973000,96.25,35.6393285529898,0.525350005394525,0.474649994605475,3,4,"A"
307,8709814.3237419,7716762.3449459,10935000,10038000,96.25,44.9070602936582,0.528853895013434,0.471146104986566,2,2,"A"
308,8703579.38187145,7653569.87549738,10935000,9968000,96.25,46.0569684662937,0.528567777128632,0.471432222871368,2,2,"A"
309,8536479.95608225,7772153.97473638,10730000,10113000,92.3771659774673,42.2635800365416,0.519756651870139,0.480243348129861,1,5,"A"
310,8664729.63672565,7473448.36951847,10880000,9758000,96.25,52.523910615054,0.52754452917487,0.47245547082513,2,4,"A"
311,8595169.91587373,7710449.28806787,10800000,10038000,96.25,42.5505405507749,0.524092715491318,0.475907284508682,0,1,"A"
312,8661504.27137895,7774404.78487713,10870000,10118000,96.227797779778,41.3108711292872,0.526067773600668,0.473932226399332,2,2,"A"
313,8661504.27137895,7660755.41476307,10870000,9983000,96.25,43.2851594672119,0.525924185463659,0.474075814536341,0,1,"A"
314,8357686.99486926,7715794.59480722,10525000,10073000,96.25,45.3742320108299,0.522932912941137,0.477067087058863,3,3,"A"
315,8577909.68638997,7603410.58699712,10790000,9853000,96.25,37.980279615104,0.523813007674027,0.476186992325973,0,7,"A"
316,8601430.71401667,7726098.31020295,10795000,10068000,96.25,37.6184521175357,0.522866661846925,0.477133338153075,2,4,"A"
317,8636403.71449767,7538540.67476121,10850000,9798000,96.25,47.4084377041265,0.525623088534273,0.474376911465727,3,6,"A"
318,8664600.4527946,7453936.46633476,10865000,9758000,96.25,56.7868232465234,0.52681215826766,0.47318784173234,1,3,"A"
319,8630671.10713207,7782352.69528908,10845000,10133000,95.8822632263226,43.2736810466426,0.518125871489895,0.481874128510105,3,7,"A"
320,8633111.10228177,7484811.14003285,10830000,9793000,96.008900890089,56.7868232465234,0.524428258145363,0.475571741854637,1,3,"A"
321,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,0,"A"
322,8633111.10228177,7373440.4595563,10830000,9643000,96.25,56.7868232465234,0.524428258145363,0.475571741854637,0,6,"A"
323,8643242.90447059,7535535.98145275,10855000,9798000,96.25,45.4456277867712,0.526579510714278,0.473420489285722,5,4,"A"
324,8697731.41960037,7604073.21705405,10910000,9918000,96.25,43.5835984020145,0.528610774190544,0.471389225809456,2,1,"A"
325,8696094.7194942,7524561.05087688,10900000,9788000,93.7867536753675,58.4048214099761,0.526977326401668,0.473022673598332,5,3,"A"
326,8650268.95475414,7696869.53494419,10845000,10048000,96.25,45.167620440582,0.525228577051284,0.474771422948716,1,3,"A"
327,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,0,"A"
328,8607025.54448557,7557288.12316749,10795000,9888000,96.25,48.6152788427859,0.522586468721337,0.477413531278663,0,6,"A"
329,8779510.71420011,7552113.22453021,11005000,9813000,95.9062276306371,48.9616975755682,0.523781288903331,0.476218711096669,2,4,"A"
330,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,2,"A"
331,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,0,"A"
332,8447559.83737587,7750696.13285537,10565000,10098000,96.25,42.171752671987,0.520878627671355,0.479121372328645,3,4,"A"
333,8742835.09538641,7417841.98345379,10955000,9693000,96.242523661815,59.6464741132033,0.527752275074224,0.472247724925776,7,4,"A"
334,8730322.20809794,7710726.8159641,10980000,10058000,96.25,44.4789152064222,0.525924185463659,0.474075814536341,2,2,"A"
335,8673933.96604018,7666503.52912939,10890000,9988000,96.25,45.6497141044939,0.526833637853375,0.473166362146625,3,0,"A"
336,8663379.35658972,7675319.60454509,10860000,10018000,96.25,46.3195947289199,0.525241869109736,0.474758130890264,1,4,"A"
337,8599466.4070236,7826488.1635979,10800000,10198000,96.25,34.7507911916671,0.523019560848508,0.476980439151492,0,6,"A"
338,8691382.74878047,7789222.89695892,10915000,10153000,96.25,43.8016883928318,0.528663496591128,0.471336503408872,4,4,"A"
339,8661504.27137895,7551299.7710314,10870000,9838000,96.25,47.4738647013717,0.525761017126149,0.474238982873851,2,7,"A"
340,8590137.75987006,7656557.09385839,10785000,9978000,96.25,43.009677373548,0.523016274661012,0.476983725338989,0,6,"A"
341,8692993.62189178,7647003.41239342,10905000,9973000,96.25,45.6497141044939,0.528308085585956,0.471691914414044,1,0,"A"
342,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,0,"A"
343,8709224.2516752,7640819.45723767,10930000,9963000,96.25,47.4518261338786,0.528521208003116,0.471478791996884,2,0,"A"
344,8756000.54247471,7677878.08609151,10980000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,2,1,"A"
345,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,2,"A"
346,8620136.85423627,7497234.74001368,10805000,9843000,96.2266165592937,84.6216523245577,0.521932418036875,0.478067581963125,1,6,"A"
347,8580305.49008734,7749114.50096742,10790000,10073000,96.25,38.0889625077606,0.523572735743788,0.476427264256212,0,5,"A"
348,8639794.06224222,7578132.91420323,10850000,9863000,96.25,43.9164725985251,0.525408496316089,0.474591503683911,4,6,"A"
349,8767247.4497598,7637894.83221531,10985000,9983000,95.4795991410165,57.9886162468168,0.529677795879399,0.470322204120601,3,2,"A"
350,8632565.33852622,7538694.89616194,10840000,9808000,96.25,47.4084377041265,0.526009518576712,0.473990481423288,1,4,"A"
351,8287320.66946977,7689264.53381124,10450000,10038000,96.25,46.0829096967804,0.523605912831582,0.476394087168418,6,3,"A"
352,8625940.54321514,7716579.11759853,10815000,10073000,96.25,45.064314655458,0.523784716509545,0.476215283490455,0,1,"A"
353,8661504.27137895,7513163.83941816,10870000,9768000,96.25,45.6956277867712,0.526067773600668,0.473932226399332,0,4,"A"
354,8433972.02814763,7645141.06500755,10610000,9953000,96.25,46.4226709456325,0.5285656603502,0.4714343396498,5,0,"A"
355,8717527.99233435,7696782.98871809,10935000,10028000,96.0498545917584,49.9196865562845,0.52780874048725,0.47219125951275,3,2,"A"
356,8683220.35379319,7648530.23156006,10875000,9998000,95.4795991410165,54.7287448051272,0.525032582253409,0.474967417746591,1,2,"A"
357,8673933.96604018,7666503.52912939,10890000,9988000,96.1489148914891,45.6497141044939,0.526833637853375,0.473166362146625,2,0,"A"
358,8727663.80344009,7718886.16116566,10950000,10073000,96.25,44.9150951880568,0.522943496833299,0.477056503166701,4,2,"A"
359,8745087.41251664,7431997.66047988,10960000,9773000,96.25,88.192439862543,0.530159329912619,0.469840670087381,6,5,"A"
360,8730950.63008911,7709264.88028137,10960000,10038000,95.4289151356081,44.2749069892931,0.523011013245388,0.476988986754612,3,4,"A"
361,8659975.01597836,7762071.87868101,10870000,10123000,96.25,43.0151870154213,0.525582902840385,0.474417097159615,3,5,"A"
362,8661504.27137895,7643754.41520514,10870000,9948000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,1,"A"
363,8594957.91563301,7726692.77349828,10775000,10083000,96.25,43.9968215425104,0.52284475393028,0.47715524606972,2,3,"A"
364,8463438.10742033,7677878.08609151,10580000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,5,1,"A"
365,8320066.1680401,7772285.30315864,10385000,10148000,96.25,43.4802926168906,0.519871940307796,0.480128059692204,3,5,"A"
366,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,0,"A"
367,8635527.14850922,7708743.17269393,10865000,10013000,96.25,41.5503109823635,0.525861431494655,0.474138568505345,2,3,"A"
368,8586410.24121896,7660755.41476307,10830000,9983000,96.25,43.2851594672119,0.525924185463659,0.474075814536341,5,1,"A"
369,8718030.68480311,7642869.10615594,10945000,9963000,96.25,49.4745534066059,0.52826472501637,0.47173527498363,2,3,"A"
370,8613311.45989914,7723708.8611138,10815000,10058000,96.25,42.240623195403,0.523894242809796,0.476105757190204,0,1,"A"
371,8661504.27137895,7541757.86189734,10870000,9798000,96.25,42.7107793019227,0.526067773600668,0.473932226399332,0,4,"A"
372,8586199.69712387,7709191.11908773,10795000,10028000,96.0812057583711,37.2973064911749,0.52391865261931,0.476081347380689,5,5,"A"
373,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,0,"A"
374,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,0,"A"
375,8455659.88595794,7677878.08609151,10595000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,3,0,"A"
376,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,0,"A"
377,8661504.27137895,7737740.12030732,10870000,10088000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,2,"A"
378,8721382.0157192,7405029.34595089,10905000,9663000,89.2540554466265,90.5296261584921,0.526105137364747,0.473894862635253,3,5,"A"
379,8588524.08106593,7716714.12089834,10795000,10043000,96.25,42.3034586729526,0.524091430138987,0.475908569861013,0,1,"A"
380,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,0,"A"
381,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,1,1,"A"
382,8630223.39105213,7709382.76523735,10820000,10063000,96.25,45.6497141044939,0.522930796162704,0.477069203837296,1,2,"A"
383,8595066.99738488,7484405.96004998,10770000,9783000,96.1489148914891,70.3711032537181,0.521845762059578,0.478154237940422,1,5,"A"
384,8606504.48752044,7457668.69275807,10790000,9803000,96.25,89.3596271998334,0.522219611528822,0.477780388471178,1,3,"A"
385,8639948.48681796,7631528.36501028,10830000,9958000,96.25,43.2851594672119,0.525640669452347,0.474359330547653,4,3,"A"
386,8370646.95686542,7677878.08609151,10520000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,3,0,"A"
387,8710072.80351493,7737945.02085685,10920000,10088000,96.1709417004693,45.1561420200127,0.527860049543494,0.472139950456507,3,7,"A"
388,8420772.56599589,7745109.03391166,10565000,10083000,96.25,34.4779739250069,0.520934788821302,0.479065211178698,5,5,"A"
389,8720761.0207985,7638552.12021805,10930000,9993000,95.4795991410165,52.6052369998012,0.527506642700844,0.472493357299156,3,4,"A"
390,8592058.96489142,7733036.48393634,10770000,10093000,96.25,42.7081872130245,0.522947730390165,0.477052269609835,0,2,"A"
391,8636628.9602525,7701408.24804355,10860000,10018000,96.25,46.1662430301137,0.524772033193887,0.475227966806113,4,4,"A"
392,8599336.60723655,7317531.47229535,10785000,9533000,96.25,64.7406799958347,0.521925720002961,0.478074279997039,0,7,"A"
393,8606504.48752044,7457668.69275807,10790000,9803000,96.25,89.3596271998334,0.522219611528822,0.477780388471178,0,3,"A"
394,8447785.91848037,7738074.9054681,10565000,10083000,96.25,40.3540939210716,0.522973131731355,0.477026868268645,3,2,"A"
395,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,1,0,"A"
396,8650427.87181447,7660055.38283771,10865000,9968000,96.2186630080331,42.1510915149622,0.525275626339667,0.474724373660333,1,8,"A"
397,8417769.08814463,7254154.67634536,10530000,9568000,96.25,91.2494793293762,0.522086466165414,0.477913533834587,3,8,"A"
398,8551157.69148892,7768547.42998455,10730000,10123000,96.25,39.5809714419652,0.5208725940058,0.4791274059942,0,4,"A"
399,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,0,"A"
400,8692785.15170577,7649217.0461862,10920000,9958000,96.25,45.6497141044939,0.528561426793335,0.471438573206665,2,0,"A"
401,8781043.911149,7736806.49771752,11065000,10078000,96.1948023542512,39.5016395732203,0.525422741255763,0.474577258744237,4,5,"A"
402,8661504.27137895,7809981.4481968,10870000,10183000,96.25,44.7314404589475,0.525924185463659,0.474075814536341,0,4,"A"
403,8607958.91982067,7714740.95889875,10800000,10058000,96.25,44.8347462440715,0.522860089471932,0.477139910528068,2,3,"A"
404,8632373.83652856,7705335.71223686,10830000,10048000,96.25,45.6497141044939,0.523769292281579,0.476230707718421,1,1,"A"
405,8507475.17117184,7709438.118187,10690000,10018000,96.25,34.3917082693879,0.520451658506757,0.479548341493243,0,7,"A"
406,8572667.33317243,7763286.82967826,10755000,10123000,96.25,41.2075653441633,0.521755202306459,0.478244797693541,0,2,"A"
407,8717873.40154712,7630310.85809133,10950000,9938000,96.2107094567724,47.6928729658345,0.528580477799228,0.471419522200772,2,0,"A"
408,8567759.86357574,7692567.81289872,10775000,10008000,96.2266165592937,43.5173312317174,0.524034095608715,0.475965904391285,2,3,"A"
409,8830853.95191237,7677878.08609151,11045000,10008000,91.9460092192033,45.6497141044939,0.525536497493734,0.474463502506266,2,0,"A"
410,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,0,"A"
411,8660421.03230081,7613454.08253555,10880000,9918000,96.25,44.4959032688649,0.525525131428009,0.474474868571991,2,5,"A"
412,8677041.38970549,7663659.88988886,10895000,9983000,96.25,45.6497141044939,0.527242276933889,0.472757723066111,1,0,"A"
413,8343069.7365411,7638595.54663169,10425000,9928000,96.25,44.6281346738235,0.520043343542521,0.479956656457479,3,10,"A"
414,8719841.95695227,7743304.15662608,10930000,10088000,96.25,43.4917710374599,0.521581622615072,0.478418377384928,2,2,"A"
415,8501560.69602082,7507283.11546431,10600000,9838000,96.25,55.7511620421649,0.524361446350176,0.475638553649824,6,7,"A"
416,8784236.57353958,7677878.08609151,11015000,10008000,96.127495426708,45.6497141044939,0.525924185463659,0.474075814536341,2,2,"A"
417,8698350.93542389,7787122.50335977,10950000,10118000,95.9062276306371,39.9360640140865,0.520579143523222,0.479420856476778,3,4,"A"
418,8266111.77916577,7520004.88277126,10365000,9753000,96.25,42.2633149678604,0.529607864722996,0.470392135277004,9,5,"A"
419,8611539.19566039,7718204.59531198,10815000,10053000,96.25,45.6497141044939,0.522877615805247,0.477122384194753,0,3,"A"
420,8677846.05631695,7763482.27183664,10885000,10123000,96.25,41.1650951880568,0.525377485468324,0.474622514531676,3,7,"A"
421,8661504.27137895,7536135.99026798,10870000,9808000,96.25,47.6618812302973,0.525761017126149,0.474238982873851,0,3,"A"
422,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,2,"A"
423,8661504.27137895,7677878.08609151,10870000,10008000,96.25,45.6497141044939,0.525924185463659,0.474075814536341,0,0,"A"
424,8832188.35820004,7599814.30871912,11075000,9908000,96.1214365531041,46.7057287968722,0.531365420859664,0.468634579140336,8,0,"A"
425,8661504.27137895,7640181.97835731,10870000,9958000,96.25,43.6869041871385,0.525924185463659,0.474075814536341,2,3,"A"
426,8698597.18698379,7703230.18003071,10925000,10028000,96.25,41.4300142288676,0.528665687382793,0.471334312617207,3,2,"A"
427,8684741.7349613,7653274.09687218,10905000,9968000,96.25,45.6497141044939,0.52834000516883,0.47165999483117,1,0,"A"
428,8683303.94740684,7664172.67719436,10860000,10043000,92.9265306280714,87.7272466937415,0.524891117282995,0.475108882717005,7,1,"A"
